FILE_DATE active resolved deaths new act.p res.p death.p new.p beta Date roll_mean roll_geo DailyMean
2020-04-26 5597 8000 835 437 0.000384145504461222 0.000549073438572409 5.73095401509952e-05 2.99931365820178e-05 0.0813267264560783 2020-04-26 0.0948690136312652 0.105552685629899 9.2
2020-04-27 5439 8525 892 424 0.000373301304049417 0.000585106382978723 6.12216884008236e-05 2.91008922443377e-05 0.0811933930064332 2020-04-27 0.0913736966361864 0.0990245039420085 9.4
2020-04-28 5466 8964 951 525 0.000375154426904598 0.000615236787920384 6.52711050102951e-05 3.60329444063143e-05 0.101019252144763 2020-04-28 0.0877788550518994 0.0978699923036857 9.1
2020-04-29 5120 9612 996 347 0.000351407000686342 0.000659711736444749 6.83596431022649e-05 2.38160603980782e-05 0.0702049764649434 2020-04-29 0.0922711880101699 0.093056785532691 10.6
2020-04-30 4900 10205 1082 459 0.000336307481125601 0.000700411805078929 7.42621825669183e-05 3.1503088538092e-05 0.0983904271651411 2020-04-30 0.0957386374094855 0.0901507966443831 10.9
2020-05-01 4662 10825 1121 421 0.000319972546328071 0.000742964996568291 7.69389155799588e-05 2.8894989704873e-05 0.094677250241966 2020-05-01 0.0975928927761662 0.0871659100583004 12.3
2020-05-02 4553 11390 1176 511 0.000312491420727522 0.000781743308167467 8.07137954701441e-05 3.50720658888126e-05 0.119086290591864 2020-05-02 0.0970798576248263 0.0910687694804167 11.1
2020-05-03 4332 12005 1216 434 0.00029732326698696 0.000823953328757721 8.34591626630062e-05 2.97872340425532e-05 0.105598872251287 2020-05-03 0.102297758949337 0.0945307668751658 15.4
2020-05-04 4118 12505 1300 370 0.000282635552505148 0.000858270418668497 8.92244337680165e-05 2.53946465339739e-05 0.0941731805731983 2020-05-04 0.102967117927901 0.0965548551120927 7.3
2020-05-05 4170 12779 1361 387 0.000286204529855868 0.000877076183939602 9.34111187371311e-05 2.65614275909403e-05 0.097428006085384 2020-05-05 0.107264353723656 0.0960568530392859 5.4
2020-05-06 4071 13222 1429 412 0.000279409746053535 0.000907481125600549 9.80782429649966e-05 2.82772820864791e-05 0.106730285736521 2020-05-06 0.103310106706274 0.101980442852489 8.6
2020-05-07 4075 13569 1477 399 0.000279684282772821 0.000931297185998627 0.000101372683596431 2.73850377487989e-05 0.103075940015084 2020-05-07 0.0996312892765967 0.102660469172642 8.5
2020-05-08 4068 13990 1540 477 0.00027920384351407 0.0009601921757035 0.000105696636925189 3.27385037748799e-05 0.124757900812252 2020-05-08 0.0984382296217307 0.106787577281298 2.1
2020-05-09 3962 14383 1599 346 0.000271928620452986 0.00098716540837337 0.00010974605353466 2.37474262182567e-05 0.0914065614701916 2020-05-09 0.0988195144297642 0.102827357942598 2.2
2020-05-10 3832 14772 1634 294 0.000263006177076184 0.00101386410432395 0.000112148249828415 2.0178448867536e-05 0.0798471502435467 2020-05-10 0.0971640477126136 0.0988020237034381 5.8
2020-05-11 3746 15131 1669 308 0.000257103637611531 0.00103850377487989 0.000114550446122169 2.11393273850377e-05 0.0858217629891359 2020-05-11 0.0973033896697922 0.0974999603599643 4.6
2020-05-12 3791 15391 1725 361 0.0002601921757035 0.00105634866163349 0.000118393960192176 2.477693891558e-05 0.100096999741619 2020-05-12 0.0943249330529839 0.0978771214920026 4.2
2020-05-13 3626 15845 1765 329 0.000248867536032944 0.00108750857927248 0.000121139327385038 2.25806451612903e-05 0.0951420187164664 2020-05-13 0.098534683644454 0.0962831809765919 6.2
