Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,9/20/2021,2021,9,20,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/21/2021,2021,9,21,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/22/2021,2021,9,22,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/23/2021,2021,9,23,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/24/2021,2021,9,24,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/25/2021,2021,9,25,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/26/2021,2021,9,26,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/27/2021,2021,9,27,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/28/2021,2021,9,28,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/29/2021,2021,9,29,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,9/30/2021,2021,9,30,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/1/2021,2021,10,1,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/2/2021,2021,10,2,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/3/2021,2021,10,3,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/4/2021,2021,10,4,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/5/2021,2021,10,5,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/6/2021,2021,10,6,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/7/2021,2021,10,7,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/8/2021,2021,10,8,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/9/2021,2021,10,9,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/10/2021,2021,10,10,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/11/2021,2021,10,11,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/12/2021,2021,10,12,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/13/2021,2021,10,13,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/14/2021,2021,10,14,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/15/2021,2021,10,15,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/16/2021,2021,10,16,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/17/2021,2021,10,17,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/18/2021,2021,10,18,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/19/2021,2021,10,19,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/20/2021,2021,10,20,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/21/2021,2021,10,21,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/22/2021,2021,10,22,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/23/2021,2021,10,23,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/24/2021,2021,10,24,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/25/2021,2021,10,25,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/26/2021,2021,10,26,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/27/2021,2021,10,27,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/28/2021,2021,10,28,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/29/2021,2021,10,29,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/30/2021,2021,10,30,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,10/31/2021,2021,10,31,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/1/2021,2021,11,1,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/2/2021,2021,11,2,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/3/2021,2021,11,3,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/4/2021,2021,11,4,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/5/2021,2021,11,5,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/6/2021,2021,11,6,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/7/2021,2021,11,7,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/8/2021,2021,11,8,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/9/2021,2021,11,9,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/10/2021,2021,11,10,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/11/2021,2021,11,11,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/12/2021,2021,11,12,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/13/2021,2021,11,13,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/14/2021,2021,11,14,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/15/2021,2021,11,15,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/16/2021,2021,11,16,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/17/2021,2021,11,17,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/18/2021,2021,11,18,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/19/2021,2021,11,19,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/20/2021,2021,11,20,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/21/2021,2021,11,21,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/22/2021,2021,11,22,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/23/2021,2021,11,23,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/24/2021,2021,11,24,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/25/2021,2021,11,25,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/26/2021,2021,11,26,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/27/2021,2021,11,27,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/28/2021,2021,11,28,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/29/2021,2021,11,29,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,11/30/2021,2021,11,30,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/1/2021,2021,12,1,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/2/2021,2021,12,2,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/3/2021,2021,12,3,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/4/2021,2021,12,4,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/5/2021,2021,12,5,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/6/2021,2021,12,6,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/7/2021,2021,12,7,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/8/2021,2021,12,8,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/9/2021,2021,12,9,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/10/2021,2021,12,10,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/11/2021,2021,12,11,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/12/2021,2021,12,12,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/13/2021,2021,12,13,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/14/2021,2021,12,14,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/15/2021,2021,12,15,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/16/2021,2021,12,16,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/17/2021,2021,12,17,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/18/2021,2021,12,18,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/19/2021,2021,12,19,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/20/2021,2021,12,20,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/21/2021,2021,12,21,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/22/2021,2021,12,22,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/23/2021,2021,12,23,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/24/2021,2021,12,24,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/25/2021,2021,12,25,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/26/2021,2021,12,26,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/27/2021,2021,12,27,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/28/2021,2021,12,28,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/29/2021,2021,12,29,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/30/2021,2021,12,30,,,,,,,,,,,,,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,6158355,12/31/2021,2021,12,31,,,,,,,,,,,,,,,,,,,,,,,
